product name,time,likes,dislikes,pos-comments,neg-comments,flip-buyers,am-buyers,hashtags,cost,category,sub category,brand,discount,stock,url,ratings,viewers,ads,score
"NIRLON 26mm_AP7 Paniarakkal 0.1 L capacity 17 cm diameter (Aluminium, Non-stick)",4,8974,2699,6984,300,21487,3022,1748,505,Grocery,Home & Kitchen,NIRLON,916,10,https://www.flipkart.com/nirlon-26mm-ap7-paniarakkal-0-1-l-capacity-17-cm-diameter/p/itmf4f0ae21d6205?pid=PTPFDGY5ZYQFHHYT&lid=LSTPTPFDGY5ZYQFHHYTEIT9IC&marketplace=GROCERY&iid=3dbd1005-03f1-4ebd-b1c9-d7ec426596dd.PTPFDGY5ZYQFHHYT.SEARCH,4370,15144,10,2.809935512
"OMEGA Kadhai 21.5 cm diameter 1650 ml capacity (Stainless Steel, Non-stick)",4,3048,3510,4010,947,7263,1524,3295,380,Grocery,Home & Kitchen,OMEGA,201,10,https://www.flipkart.com/omega-kadhai-21-5-cm-diameter-1650-ml-capacity/p/itmfbaf7bf141704?pid=PTPG9R8GHHWHZTPW&lid=LSTPTPG9R8GHHWHZTPW5UEGOU&marketplace=GROCERY&iid=3dbd1005-03f1-4ebd-b1c9-d7ec426596dd.PTPG9R8GHHWHZTPW.SEARCH,12937,30620,6,3.54784731
Veer Steel Pack of 2 Dinner Plate Dinner Plate (Pack of 2),3,5279,611,7675,2472,22187,12909,2895,399,Grocery,Home & Kitchen,VEER STEEL,688,10,https://www.flipkart.com/veer-steel-pack-2-dinner-plate/p/itm4394bdad181ba?pid=PTDG9R7GHHQYU4PF&lid=LSTPTDG9R7GHHQYU4PFBBABWF&marketplace=GROCERY&iid=9f26fd45-75ad-4969-9f42-bf64bbc74d2a.PTDG9R7GHHQYU4PF.SEARCH,14278,42381,1,1.925987523
Roops Mini Tavetha 26.5 cm Stainless Steel Ladle (Pack of 1),1,5716,209,11880,2053,4440,4083,2369,89,Grocery,Home & Kitchen,ROOPS,927,10,https://www.flipkart.com/roops-mini-tavetha-26-5-cm-stainless-steel-ladle/p/itm20dbd905ff2ad?pid=LADFQ36XDNPK6SZM&lid=LSTLADFQ36XDNPK6SZMTDYSXM&marketplace=GROCERY&iid=9f26fd45-75ad-4969-9f42-bf64bbc74d2a.LADFQ36XDNPK6SZM.SEARCH,2416,36670,7,1.307777327
KOOK Medium Size Whisk Stainless Steel Balloon Whisk,3,9688,2869,11540,901,5437,8560,2704,132,Grocery,Home & Kitchen,KOOK,802,10,https://www.flipkart.com/kook-medium-size-whisk-stainless-steel-balloon/p/itme632644662939?pid=WSKFPTH9UARYXEBH&lid=LSTWSKFPTH9UARYXEBHAXKRA4&marketplace=GROCERY&iid=9f26fd45-75ad-4969-9f42-bf64bbc74d2a.WSKFPTH9UARYXEBH.SEARCH,5513,27333,8,4.773116566
GALA Easy Clean Plastic Dustpan (Multicolor),2,9456,2192,9423,1963,14376,1181,110,75,Grocery,Home & Kitchen,GALA,400,10,https://www.flipkart.com/gala-easy-clean-plastic-dustpan/p/itmey4rjc5zgshgg?pid=DPNEY4RJAF5SSM9S&lid=LSTDPNEY4RJAF5SSM9SGEAQMK&marketplace=GROCERY&iid=a37e7f8b-20d5-44dd-b608-2b54a462f1f9.DPNEY4RJAF5SSM9S.SEARCH,13884,30109,0,7.06244209
UV Protection Shield Sunglasses,2,6324,692,5394,1658,22013,16875,908,1940,Travel,sunglasses,Fastrack,212,10,https://www.flipkart.com/fastrack-shield-sunglasses/p/itm0bf6346bafe7a?pid=SGLF79DPUDKZG4WB&lid=LSTSGLF79DPUDKZG4WBRIIAK5&marketplace=FLIPKART&q=sunglasses&store=26x&srno=s_1_6&otracker=search&otracker1=search&fm=Search&iid=d4b6974f-e5a3-42fe-96e0-cbdc3c60d904.SGLF79DPUDKZG4WB.SEARCH&ppt=sp&ppn=sp&qH=2cc465e3eef5bff0,13648,36695,6,1.230515178
Flip Ruck 1 Rucksack - 45 L,4,424,3313,4371,3499,15985,11629,701,984,Travel,bags,Wildcraft,357,10,https://www.flipkart.com/hyper-adam-65-l-travel-backpack-outdoor-sport-hiking-trekking-bag-camping-rucksack/p/itmfehyuxrsky2xf?pid=RKSFEGZBMDHB5FG8&lid=LSTRKSFEGZBMDHB5FG8J9TXZA&marketplace=FLIPKART&q=rucksacks+for+men&store=reh%2Fplk%2Fsan&srno=s_1_14&otracker=AS_QueryStore_OrganicAutoSuggest_1_5_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_5_na_na_na&fm=search-autosuggest&iid=d686876b-e074-43e5-8d0d-167175990821.RKSFEGZBMDHB5FG8.SEARCH&ppt=sp&ppn=sp&qH=5416a56c8b320b13,3621,13796,10,8.626153658
65 L TRAVEL BACKPACK,2,3405,9708,1681,6495,10097,12458,1474,798,Travel,bags,Hyper Adam,597,10,https://www.flipkart.com/wildcraft-volga-nx-hiking-trekking-shoes-men/p/itm74ba01731dca8?pid=SHOG4HG3UGSGTYYC&lid=LSTSHOG4HG3UGSGTYYCHSEXZZ&marketplace=FLIPKART&q=hiking+shoes&store=osp%2Fcil%2F1cu&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&fm=search-autosuggest&iid=en_UErwMaQaFtqVTmbexKDCNhUqOm0%2B1RXnRsfzb5hE32BtLSR7bLjdaCc%2BtvBTFKKvysUULFZkOzhoNRiX2tKbSg%3D%3D&ppt=sp&ppn=sp&ssid=l17objhcc00000001659118763017&qH=fe72363873274486,11565,20065,10,7.415835212
Volga NX Hiking & Trekking Shoes For Men,3,2449,3341,2744,4268,7346,7810,1027,772,Travel,shoes,Wildcraft,349,10,https://www.flipkart.com/wildcraft-volga-nx-hiking-trekking-shoes-men/p/itm74ba01731dca8?pid=SHOG4HG3UGSGTYYC&lid=LSTSHOG4HG3UGSGTYYCHSEXZZ&marketplace=FLIPKART&q=hiking+shoes&store=osp%2Fcil%2F1cu&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&fm=search-autosuggest&iid=en_UErwMaQaFtqVTmbexKDCNhUqOm0%2B1RXnRsfzb5hE32BtLSR7bLjdaCc%2BtvBTFKKvysUULFZkOzhoNRiX2tKbSg%3D%3D&ppt=sp&ppn=sp&ssid=l17objhcc00000001659118763017&qH=fe72363873274486,7090,21933,10,0.104340762
Gradient Round Sunglasses (52),1,7117,6775,10644,2162,1266,2948,1142,1658,Travel,sunglasses,Ray-Ban,633,10,https://www.flipkart.com/ray-ban-round-sunglasses/p/itm59bd353cd61ba?pid=SGLFUTGS5QCWKJZV&lid=LSTSGLFUTGS5QCWKJZVTX26QE&marketplace=FLIPKART&q=sunglasses&store=26x&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=en_WGxIc6HooTLgTTPzYDecq5UvCTswMoq32ziYw0RSOQca0QwbOVZd4%2FqXXXGptkR5HJHhmeJDboPaWLT2N17wLA%3D%3D&ppt=sp&ppn=sp&ssid=ounumu48ps0000001659118578353&qH=2cc465e3eef5bff0,4099,36237,10,1.622429077
Fingerless Hard Knuckle Half Finger Tactical Sports Gloves,4,7280,7788,9636,4979,2715,15007,982,1581,Travel,gloves,NIRVA,833,10,https://www.flipkart.com/nirva-fingerless-hard-knuckle-half-finger-tactical-sports-gloves-cycling/p/itmf895551578036?pid=SGEFMUJTYBFYGH3H&lid=LSTSGEFMUJTYBFYGH3HFLDAMA&marketplace=FLIPKART&q=hiking+gloves&store=abc%2Ffvf%2Fldt&srno=s_1_2&otracker=AS_QueryStore_OrganicAutoSuggest_1_13_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_13_na_na_na&fm=Search&iid=9f0584d5-ceba-478a-96c1-15529a035bf3.SGEFMUJTYBFYGH3H.SEARCH&ppt=sp&ppn=sp&ssid=pnmjesm2v40000001659119009987&qH=0bc360183c6d276e,12703,39419,10,6.548789593
38024PP25 Minimalists,4,2716,9119,11734,368,19030,757,1076,1032,Travel,watch,Fastrack,142,10,https://www.flipkart.com/fastrack-minimalists-analog-watch-men/p/itmf3zhmxfzubhhq?pid=WATF2VTY73GHJ4PY&lid=LSTWATF2VTY73GHJ4PYCHX8J2&marketplace=FLIPKART&q=trek+watch&store=r18%2Ff13&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=3292f2d4-9ddb-4bf7-8200-365bc37594c5.WATF2VTY73GHJ4PY.SEARCH&ppt=sp&ppn=sp&ssid=ln94okoz4w0000001659119217799&qH=1f3b0c0093d0847d,13179,16072,4,9.542049185
Green Army,4,4755,6358,5553,9959,8311,2036,1444,1269,Travel,watch,TrackFly,476,10,https://www.flipkart.com/trackfly-skmei-1155-green-sports-athletic-biker-analog-digital-watch-men/p/itm3c962ff98cade?pid=WATGAQR43KXFYQEX&lid=LSTWATGAQR43KXFYQEX6PRUEE&marketplace=FLIPKART&q=trek+watch&store=r18%2Ff13&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=3292f2d4-9ddb-4bf7-8200-365bc37594c5.WATGAQR43KXFYQEX.SEARCH&ppt=sp&ppn=sp&qH=1f3b0c0093d0847d,14232,32094,7,8.009166495
Sport Water Bottle ,4,1655,834,10254,951,21742,14602,1232,702,Travel,bottle,Galox,817,10,https://www.flipkart.com/galox-sport-water-bottle-straw-school-office-jogging-yoga-gym-700-ml-sipper/p/itm1b4ec80c36c9e?pid=BOTGD6RST9Q9MR7G&lid=LSTBOTGD6RST9Q9MR7GEWAMPE&marketplace=FLIPKART&q=sports+bottle&store=search.flipkart.com&srno=s_1_5&otracker=search&otracker1=search&fm=Search&iid=75494b11-2645-481b-bfe1-472b3371496d.BOTGD6RST9Q9MR7G.SEARCH&ppt=sp&ppn=sp&ssid=6naz8f2bm80000001659119363509&qH=f1020168ca86fbf6,1728,28549,0,5.117533756
Waterproof Metal Lensatic Prismatic Army Navigator,1,7913,9566,1359,495,11681,12975,558,765,Travel,compass,CASON,769,10,https://www.flipkart.com/cason-waterproof-metal-lensatic-prismatic-army-navigator-directions-military-compass/p/itmf9fqzf5vhuybe?pid=COSF9EG8JHQHQDDD&lid=LSTCOSF9EG8JHQHQDDD09V0WB&marketplace=FLIPKART&q=compass&store=abc%2Ffvf%2Fued&srno=s_1_1&otracker=search&otracker1=search&fm=search-autosuggest&iid=66304436-6381-4d0b-93fc-6ea4a86f5a38.COSF9EG8JHQHQDDD.SEARCH&ppt=sp&ppn=sp&ssid=r9uirpj4rk0000001659119415862&qH=869d7b08ed596dba,8242,34052,0,8.078563198
